HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = Inf
 HL = 5.000 | t1//t0 = 10.000 | l1//l0 = 0.100 | alpha = 1.27 | Tmax = 1.321301
 HL = 5.000 | t1//t0 = 9.000 | l1//l0 = 0.002 | alpha = 1.42 | Tmax = 0.937340
 HL = 5.000 | t1//t0 = 220.000 | l1//l0 = 1.000 | alpha = 1.45 | Tmax = Inf
 HL = 5.000 | t1//t0 = 10.000 | l1//l0 = 0.030 | alpha = 1.53 | Tmax = 0.123252
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 0.005 | alpha = 1.27 | Tmax = 0.377041
 HL = 0.200 | t1//t0 = 190.000 | l1//l0 = 0.070 | alpha = 1.08 | Tmax = 0.363973
 HL = 1.000 | t1//t0 = 17.000 | l1//l0 = 0.005 | alpha = 1.05 | Tmax = 0.216908
 HL = 1.000 | t1//t0 = 210.000 | l1//l0 = 0.050 | alpha = 1.33 | Tmax = 0.176833
 HL = 2.000 | t1//t0 = 11.000 | l1//l0 = 0.300 | alpha = 1.04 | Tmax = 0.432318
 HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.005 | alpha = 1.17 | Tmax = 0.159523
 HL = 28.000 | t1//t0 = 10.000 | l1//l0 = 0.002 | alpha = 1.56 | Tmax = 1.809475
 HL = 0.200 | t1//t0 = 60.000 | l1//l0 = 0.002 | alpha = 1.19 | Tmax = 0.272146
 HL = 0.200 | t1//t0 = 100.000 | l1//l0 = 0.003 | alpha = 1.42 | Tmax = 0.104889
 HL = 1.000 | t1//t0 = 12.000 | l1//l0 = 0.500 | alpha = 1.15 | Tmax = 0.111014
 HL = 1.000 | t1//t0 = 90.000 | l1//l0 = 0.030 | alpha = 1.35 | Tmax = 0.187233
 HL = 7.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.23 | Tmax = 1.601281
 HL = 28.000 | t1//t0 = 160.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = Inf
 HL = 1.000 | t1//t0 = 18.000 | l1//l0 = 0.100 | alpha = 1.39 | Tmax = 0.091860
 HL = 5.000 | t1//t0 = 80.000 | l1//l0 = 0.700 | alpha = 1.14 | Tmax = 1.235027
 HL = 5.000 | t1//t0 = 17.000 | l1//l0 = 0.001 | alpha = 1.36 | Tmax = 1.267196
 HL = 0.200 | t1//t0 = 170.000 | l1//l0 = 0.001 | alpha = 1.02 | Tmax = 0.100245
 HL = 5.000 | t1//t0 = 220.000 | l1//l0 = 0.700 | alpha = 1.47 | Tmax = Inf
 HL = 1.000 | t1//t0 = 15.000 | l1//l0 = 0.003 | alpha = 1.39 | Tmax = 0.082244
 HL = 2.000 | t1//t0 = 70.000 | l1//l0 = 0.020 | alpha = 1.31 | Tmax = 0.574949
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.30 | Tmax = 0.121203
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 0.500 | alpha = 1.07 | Tmax = 0.376621
 HL = 15.000 | t1//t0 = 11.000 | l1//l0 = 0.070 | alpha = 1.50 | Tmax = 3.158898
 HL = 1.000 | t1//t0 = 17.000 | l1//l0 = 0.030 | alpha = 1.39 | Tmax = 0.084499
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 0.050 | alpha = 1.44 | Tmax = 0.256856
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.100 | alpha = 1.15 | Tmax = 0.157437
 HL = 1.000 | t1//t0 = 140.000 | l1//l0 = 0.500 | alpha = 1.14 | Tmax = 0.116204
 HL = 10.000 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 0.532276
 HL = 1.000 | t1//t0 = 130.000 | l1//l0 = 0.100 | alpha = 1.21 | Tmax = 0.161988
 HL = 1.000 | t1//t0 = 15.000 | l1//l0 = 0.005 | alpha = 1.39 | Tmax = 0.082556
 HL = 5.000 | t1//t0 = 12.000 | l1//l0 = 0.070 | alpha = 1.32 | Tmax = 1.235148
 HL = 2.000 | t1//t0 = 12.000 | l1//l0 = 0.030 | alpha = 1.02 | Tmax = 0.543719
 HL = 20.000 | t1//t0 = 13.000 | l1//l0 = 0.100 | alpha = 1.54 | Tmax = 2.760566
 HL = 5.000 | t1//t0 = 60.000 | l1//l0 = 0.300 | alpha = 1.52 | Tmax = Inf
 HL = 5.000 | t1//t0 = 100.000 | l1//l0 = 0.300 | alpha = 1.27 | Tmax = 1.219789
 HL = 1.000 | t1//t0 = 60.000 | l1//l0 = 0.500 | alpha = 1.14 | Tmax = 0.115892
 HL = 1.000 | t1//t0 = 10.000 | l1//l0 = 0.030 | alpha = 1.10 | Tmax = 0.179554
 HL = 0.200 | t1//t0 = 100.000 | l1//l0 = 0.001 | alpha = 1.25 | Tmax = 0.152730
 HL = 0.500 | t1//t0 = 80.000 | l1//l0 = 0.010 | alpha = 1.27 | Tmax = 0.149481
 HL = 0.200 | t1//t0 = 80.000 | l1//l0 = 0.050 | alpha = 1.02 | Tmax = 0.340009
 HL = 0.500 | t1//t0 = 50.000 | l1//l0 = 0.005 | alpha = 1.45 | Tmax = 0.123444
 HL = 0.500 | t1//t0 = 18.000 | l1//l0 = 0.007 | alpha = 1.28 | Tmax = 0.150530
 HL = 0.200 | t1//t0 = 140.000 | l1//l0 = 0.001 | alpha = 1.06 | Tmax = 0.122339
 HL = 2.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.18 | Tmax = 0.215525
 HL = 2.000 | t1//t0 = 11.000 | l1//l0 = 0.100 | alpha = 1.26 | Tmax = 0.336354
 HL = 5.000 | t1//t0 = 10.000 | l1//l0 = 0.005 | alpha = 1.30 | Tmax = 1.340856
 HL = 18.000 | t1//t0 = 140.000 | l1//l0 = 0.300 | alpha = 1.51 | Tmax = Inf
 HL = 0.500 | t1//t0 = 210.000 | l1//l0 = 0.050 | alpha = 1.04 | Tmax = 0.136519
 HL = 0.500 | t1//t0 = 110.000 | l1//l0 = 0.030 | alpha = 1.10 | Tmax = 0.137208
 HL = 15.000 | t1//t0 = 110.000 | l1//l0 = 0.100 | alpha = 1.50 | Tmax = 3.473076
 HL = 0.500 | t1//t0 = 140.000 | l1//l0 = 0.030 | alpha = 1.05 | Tmax = 0.151944
 HL = 0.500 | t1//t0 = 50.000 | l1//l0 = 0.003 | alpha = 1.01 | Tmax = 0.143146
 HL = 0.200 | t1//t0 = 100.000 | l1//l0 = 0.007 | alpha = 1.03 | Tmax = 0.203922
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.14 | Tmax = 0.308209
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.01 | Tmax = 0.314446
 HL = 0.200 | t1//t0 = 100.000 | l1//l0 = 0.070 | alpha = 1.02 | Tmax = 0.359867
 HL = 1.000 | t1//t0 = 90.000 | l1//l0 = 0.020 | alpha = 1.05 | Tmax = 0.325642
 HL = 22.000 | t1//t0 = 200.000 | l1//l0 = 0.050 | alpha = 1.54 | Tmax = Inf
 HL = 7.000 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.13 | Tmax = Inf
 HL = 7.000 | t1//t0 = 30.000 | l1//l0 = 0.005 | alpha = 1.52 | Tmax = 1.018360
 HL = 0.500 | t1//t0 = 200.000 | l1//l0 = 0.300 | alpha = 1.15 | Tmax = 0.170290
 HL = 7.000 | t1//t0 = 9.000 | l1//l0 = 0.300 | alpha = 1.39 | Tmax = 1.450117
 HL = 1.000 | t1//t0 = 60.000 | l1//l0 = 0.100 | alpha = 1.14 | Tmax = 0.178683
 HL = 28.000 | t1//t0 = 9.000 | l1//l0 = 0.010 | alpha = 1.53 | Tmax = 6.198466
 HL = 0.500 | t1//t0 = 100.000 | l1//l0 = 0.100 | alpha = 1.34 | Tmax = Inf
 HL = 0.500 | t1//t0 = 50.000 | l1//l0 = 0.003 | alpha = 1.13 | Tmax = 0.134566
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 0.700 | alpha = 1.04 | Tmax = 0.350780
 HL = 7.000 | t1//t0 = 10.000 | l1//l0 = 0.020 | alpha = 1.55 | Tmax = 0.022142
 HL = 7.000 | t1//t0 = 200.000 | l1//l0 = 0.300 | alpha = 1.44 | Tmax = Inf
 HL = 2.000 | t1//t0 = 160.000 | l1//l0 = 0.500 | alpha = 1.20 | Tmax = Inf
 HL = 5.000 | t1//t0 = 20.000 | l1//l0 = 0.500 | alpha = 1.50 | Tmax = 0.170541
 HL = 0.500 | t1//t0 = 200.000 | l1//l0 = 0.020 | alpha = 1.15 | Tmax = 0.195977
 HL = 18.000 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = 2.233963
 HL = 5.000 | t1//t0 = 170.000 | l1//l0 = 1.000 | alpha = 1.17 | Tmax = Inf
 HL = 22.000 | t1//t0 = 10.000 | l1//l0 = 0.020 | alpha = 1.55 | Tmax = 2.457600
 HL = 15.000 | t1//t0 = 210.000 | l1//l0 = 0.700 | alpha = 1.42 | Tmax = Inf
 HL = 0.200 | t1//t0 = 180.000 | l1//l0 = 0.030 | alpha = 1.40 | Tmax = 0.318535
 HL = 0.500 | t1//t0 = 130.000 | l1//l0 = 0.050 | alpha = 1.06 | Tmax = 0.134203
 HL = 10.000 | t1//t0 = 30.000 | l1//l0 = 0.700 | alpha = 1.40 | Tmax = 2.062662
 HL = 2.000 | t1//t0 = 10.000 | l1//l0 = 0.100 | alpha = 1.08 | Tmax = 0.469402
 HL = 0.500 | t1//t0 = 13.000 | l1//l0 = 0.005 | alpha = 1.17 | Tmax = 0.143059
 HL = 2.000 | t1//t0 = 40.000 | l1//l0 = 0.020 | alpha = 1.23 | Tmax = 0.516806
 HL = 1.000 | t1//t0 = 50.000 | l1//l0 = 0.005 | alpha = 1.06 | Tmax = 0.296586
 HL = 0.500 | t1//t0 = 220.000 | l1//l0 = 0.500 | alpha = 1.15 | Tmax = Inf
 HL = 22.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.54 | Tmax = Inf
 HL = 0.500 | t1//t0 = 40.000 | l1//l0 = 0.005 | alpha = 1.06 | Tmax = 0.133567
 HL = 5.000 | t1//t0 = 60.000 | l1//l0 = 0.100 | alpha = 1.36 | Tmax = 1.206068
 HL = 0.500 | t1//t0 = 80.000 | l1//l0 = 0.020 | alpha = 1.26 | Tmax = 0.129251
 HL = 2.000 | t1//t0 = 120.000 | l1//l0 = 0.030 | alpha = 1.30 | Tmax = 0.633942
 HL = 1.000 | t1//t0 = 200.000 | l1//l0 = 0.300 | alpha = 1.37 | Tmax = Inf
 HL = 2.000 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.37 | Tmax = 0.061963
 HL = 10.000 | t1//t0 = 100.000 | l1//l0 = 0.070 | alpha = 1.51 | Tmax = 1.875918
 HL = 15.000 | t1//t0 = 18.000 | l1//l0 = 0.020 | alpha = 1.52 | Tmax = 2.906519
 HL = 7.000 | t1//t0 = 11.000 | l1//l0 = 0.001 | alpha = 1.50 | Tmax = 0.938104
 HL = 2.000 | t1//t0 = 30.000 | l1//l0 = 0.020 | alpha = 1.39 | Tmax = 0.299041
 HL = 7.000 | t1//t0 = 190.000 | l1//l0 = 0.500 | alpha = 1.47 | Tmax = Inf
 HL = 5.000 | t1//t0 = 20.000 | l1//l0 = 0.070 | alpha = 1.41 | Tmax = 0.986362
 HL = 28.000 | t1//t0 = 180.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = Inf
 HL = 7.000 | t1//t0 = 190.000 | l1//l0 = 0.500 | alpha = 1.41 | Tmax = Inf
 HL = 18.000 | t1//t0 = 12.000 | l1//l0 = 0.100 | alpha = 1.56 | Tmax = 0.203007
 HL = 28.000 | t1//t0 = 120.000 | l1//l0 = 0.100 | alpha = 1.56 | Tmax = Inf
 HL = 5.000 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = 0.045307
 HL = 0.500 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.22 | Tmax = 0.185957
 HL = 20.000 | t1//t0 = 100.000 | l1//l0 = 0.500 | alpha = 1.50 | Tmax = Inf
 HL = 15.000 | t1//t0 = 220.000 | l1//l0 = 1.000 | alpha = 1.41 | Tmax = Inf
 HL = 2.000 | t1//t0 = 170.000 | l1//l0 = 0.100 | alpha = 1.07 | Tmax = 0.551999
 HL = 0.500 | t1//t0 = 100.000 | l1//l0 = 0.007 | alpha = 1.32 | Tmax = 0.191088
 HL = 20.000 | t1//t0 = 9.000 | l1//l0 = 0.010 | alpha = 1.56 | Tmax = 0.529842
 HL = 1.000 | t1//t0 = 13.000 | l1//l0 = 0.001 | alpha = 1.24 | Tmax = 0.143320
 HL = 1.000 | t1//t0 = 170.000 | l1//l0 = 0.030 | alpha = 1.45 | Tmax = 0.193890
 HL = 2.000 | t1//t0 = 40.000 | l1//l0 = 0.070 | alpha = 1.08 | Tmax = 0.537955
 HL = 0.500 | t1//t0 = 70.000 | l1//l0 = 0.030 | alpha = 1.33 | Tmax = 0.125224
 HL = 7.000 | t1//t0 = 15.000 | l1//l0 = 0.100 | alpha = 1.53 | Tmax = 0.354872
 HL = 1.000 | t1//t0 = 20.000 | l1//l0 = 0.300 | alpha = 1.33 | Tmax = 0.098780
 HL = 2.000 | t1//t0 = 40.000 | l1//l0 = 0.002 | alpha = 1.21 | Tmax = 0.609581
 HL = 5.000 | t1//t0 = 200.000 | l1//l0 = 0.070 | alpha = 1.39 | Tmax = Inf
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 0.002 | alpha = 1.25 | Tmax = 0.424859
 HL = 2.000 | t1//t0 = 17.000 | l1//l0 = 0.003 | alpha = 1.02 | Tmax = 0.585780
 HL = 0.500 | t1//t0 = 40.000 | l1//l0 = 0.100 | alpha = 1.31 | Tmax = 0.168082
 HL = 5.000 | t1//t0 = 70.000 | l1//l0 = 1.000 | alpha = 1.06 | Tmax = 1.225046
 HL = 1.000 | t1//t0 = 30.000 | l1//l0 = 0.007 | alpha = 1.07 | Tmax = 0.240522
 HL = 1.000 | t1//t0 = 70.000 | l1//l0 = 0.005 | alpha = 1.40 | Tmax = 0.312398
 HL = 2.000 | t1//t0 = 190.000 | l1//l0 = 0.500 | alpha = 1.28 | Tmax = Inf
 HL = 0.200 | t1//t0 = 200.000 | l1//l0 = 0.070 | alpha = 1.08 | Tmax = 0.362996
 HL = 5.000 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.24 | Tmax = 1.352874
 HL = 2.000 | t1//t0 = 11.000 | l1//l0 = 0.005 | alpha = 1.37 | Tmax = 0.252844
 HL = 5.000 | t1//t0 = 50.000 | l1//l0 = 0.007 | alpha = 1.51 | Tmax = 1.037718
 HL = 0.500 | t1//t0 = 40.000 | l1//l0 = 0.001 | alpha = 1.04 | Tmax = 0.134889
 HL = 0.500 | t1//t0 = 17.000 | l1//l0 = 0.003 | alpha = 1.20 | Tmax = 0.140499
 HL = 5.000 | t1//t0 = 120.000 | l1//l0 = 0.100 | alpha = 1.50 | Tmax = 0.518782
 HL = 1.000 | t1//t0 = 17.000 | l1//l0 = 0.020 | alpha = 1.20 | Tmax = 0.161037
 HL = 1.000 | t1//t0 = 80.000 | l1//l0 = 0.020 | alpha = 1.10 | Tmax = 0.301809
 HL = 5.000 | t1//t0 = 9.000 | l1//l0 = 0.300 | alpha = 1.29 | Tmax = 1.131417
 HL = 7.000 | t1//t0 = 18.000 | l1//l0 = 0.070 | alpha = 1.52 | Tmax = 0.597988
 HL = 2.000 | t1//t0 = 17.000 | l1//l0 = 0.500 | alpha = 1.14 | Tmax = 0.327304
 HL = 5.000 | t1//t0 = 30.000 | l1//l0 = 0.050 | alpha = 1.39 | Tmax = 1.153938
 HL = 0.500 | t1//t0 = 170.000 | l1//l0 = 0.020 | alpha = 1.28 | Tmax = 0.186993
 HL = 2.000 | t1//t0 = 150.000 | l1//l0 = 0.300 | alpha = 1.36 | Tmax = 0.186536
 HL = 0.200 | t1//t0 = 100.000 | l1//l0 = 0.010 | alpha = 1.53 | Tmax = 0.095388
 HL = 1.000 | t1//t0 = 18.000 | l1//l0 = 0.500 | alpha = 1.34 | Tmax = 0.106669
 HL = 0.200 | t1//t0 = 160.000 | l1//l0 = 0.020 | alpha = 1.49 | Tmax = 0.160175
 HL = 1.000 | t1//t0 = 210.000 | l1//l0 = 0.100 | alpha = 1.13 | Tmax = 0.194255
 HL = 2.000 | t1//t0 = 30.000 | l1//l0 = 0.001 | alpha = 1.20 | Tmax = 0.543586
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.06 | Tmax = 0.329095
 HL = 5.000 | t1//t0 = 17.000 | l1//l0 = 0.050 | alpha = 1.42 | Tmax = 0.954832
 HL = 1.000 | t1//t0 = 210.000 | l1//l0 = 0.050 | alpha = 1.15 | Tmax = 0.254576
 HL = 1.000 | t1//t0 = 80.000 | l1//l0 = 0.070 | alpha = 1.39 | Tmax = 0.091625
 HL = 7.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.42 | Tmax = Inf
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 0.070 | alpha = 1.48 | Tmax = 0.058085
 HL = 5.000 | t1//t0 = 12.000 | l1//l0 = 0.100 | alpha = 1.29 | Tmax = 1.284497
 HL = 2.000 | t1//t0 = 30.000 | l1//l0 = 0.100 | alpha = 1.24 | Tmax = 0.384442
 HL = 2.000 | t1//t0 = 40.000 | l1//l0 = 0.007 | alpha = 1.23 | Tmax = 0.566775
 HL = 5.000 | t1//t0 = 160.000 | l1//l0 = 0.700 | alpha = 1.41 | Tmax = Inf
 HL = 2.000 | t1//t0 = 140.000 | l1//l0 = 0.700 | alpha = 1.03 | Tmax = 0.355652
 HL = 0.200 | t1//t0 = 80.000 | l1//l0 = 0.020 | alpha = 1.31 | Tmax = 0.333439
 HL = 0.500 | t1//t0 = 60.000 | l1//l0 = 0.002 | alpha = 1.22 | Tmax = 0.143440
 HL = 0.200 | t1//t0 = 40.000 | l1//l0 = 0.001 | alpha = 1.02 | Tmax = 0.304775
 HL = 0.200 | t1//t0 = 140.000 | l1//l0 = 0.003 | alpha = 1.40 | Tmax = 0.096772
 HL = 1.000 | t1//t0 = 190.000 | l1//l0 = 0.030 | alpha = 1.23 | Tmax = 0.326112
 HL = 0.200 | t1//t0 = 110.000 | l1//l0 = 0.010 | alpha = 1.26 | Tmax = 0.193060
 HL = 15.000 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.42 | Tmax = 3.226282
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.020 | alpha = 1.33 | Tmax = 0.113174
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 0.070 | alpha = 1.03 | Tmax = 0.617678
 HL = 7.000 | t1//t0 = 9.000 | l1//l0 = 0.300 | alpha = 1.35 | Tmax = 1.629741
 HL = 1.000 | t1//t0 = 17.000 | l1//l0 = 0.002 | alpha = 1.14 | Tmax = 0.189626
 HL = 20.000 | t1//t0 = 120.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = Inf
 HL = 1.000 | t1//t0 = 60.000 | l1//l0 = 0.050 | alpha = 1.13 | Tmax = 0.215595
 HL = 1.000 | t1//t0 = 180.000 | l1//l0 = 1.000 | alpha = 1.12 | Tmax = Inf
 HL = 1.000 | t1//t0 = 18.000 | l1//l0 = 0.100 | alpha = 1.26 | Tmax = 0.119905
 HL = 5.000 | t1//t0 = 40.000 | l1//l0 = 1.000 | alpha = 1.26 | Tmax = 0.898095
 HL = 1.000 | t1//t0 = 120.000 | l1//l0 = 0.050 | alpha = 1.22 | Tmax = 0.210017
 HL = 0.200 | t1//t0 = 120.000 | l1//l0 = 0.005 | alpha = 1.29 | Tmax = 0.129715
 HL = 1.000 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.17 | Tmax = 0.108699
 HL = 0.500 | t1//t0 = 12.000 | l1//l0 = 0.020 | alpha = 1.17 | Tmax = 0.146827
 HL = 5.000 | t1//t0 = 10.000 | l1//l0 = 0.030 | alpha = 1.29 | Tmax = 1.338938
 HL = 22.000 | t1//t0 = 130.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = Inf
 HL = 18.000 | t1//t0 = 120.000 | l1//l0 = 0.070 | alpha = 1.55 | Tmax = 2.251013
 HL = 0.200 | t1//t0 = 70.000 | l1//l0 = 0.005 | alpha = 1.26 | Tmax = 0.259426
 HL = 1.000 | t1//t0 = 100.000 | l1//l0 = 0.050 | alpha = 1.49 | Tmax = 0.081837
 HL = 5.000 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.43 | Tmax = 0.379641
 HL = 5.000 | t1//t0 = 70.000 | l1//l0 = 1.000 | alpha = 1.46 | Tmax = Inf
 HL = 1.000 | t1//t0 = 80.000 | l1//l0 = 0.030 | alpha = 1.15 | Tmax = 0.258113
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.010 | alpha = 1.28 | Tmax = 0.163577
 HL = 1.000 | t1//t0 = 12.000 | l1//l0 = 0.300 | alpha = 1.23 | Tmax = 0.104226
 HL = 0.200 | t1//t0 = 80.000 | l1//l0 = 0.010 | alpha = 1.12 | Tmax = 0.253125
 HL = 5.000 | t1//t0 = 200.000 | l1//l0 = 0.300 | alpha = 1.29 | Tmax = 1.174979
 HL = 2.000 | t1//t0 = 120.000 | l1//l0 = 0.500 | alpha = 1.41 | Tmax = Inf
 HL = 1.000 | t1//t0 = 18.000 | l1//l0 = 0.007 | alpha = 1.04 | Tmax = 0.221250
 HL = 10.000 | t1//t0 = 40.000 | l1//l0 = 1.000 | alpha = 1.32 | Tmax = 2.323396
 HL = 1.000 | t1//t0 = 12.000 | l1//l0 = 0.070 | alpha = 1.42 | Tmax = 0.095531
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.005 | alpha = 1.30 | Tmax = 0.116040
 HL = 2.000 | t1//t0 = 40.000 | l1//l0 = 0.500 | alpha = 1.05 | Tmax = 0.385000
 HL = 5.000 | t1//t0 = 40.000 | l1//l0 = 0.300 | alpha = 1.21 | Tmax = Inf
 HL = 0.200 | t1//t0 = 130.000 | l1//l0 = 0.020 | alpha = 1.24 | Tmax = 0.239973
 HL = 1.000 | t1//t0 = 40.000 | l1//l0 = 0.007 | alpha = 1.23 | Tmax = 0.217491
 HL = 10.000 | t1//t0 = 60.000 | l1//l0 = 0.030 | alpha = 1.51 | Tmax = 2.263265
 HL = 28.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = 5.450815
 HL = 1.000 | t1//t0 = 140.000 | l1//l0 = 0.050 | alpha = 1.17 | Tmax = 0.234140
 HL = 7.000 | t1//t0 = 13.000 | l1//l0 = 0.001 | alpha = 1.44 | Tmax = 1.528285
 HL = 1.000 | t1//t0 = 220.000 | l1//l0 = 1.000 | alpha = 1.25 | Tmax = Inf
 HL = 20.000 | t1//t0 = 200.000 | l1//l0 = 0.070 | alpha = 1.53 | Tmax = Inf
 HL = 0.500 | t1//t0 = 60.000 | l1//l0 = 0.003 | alpha = 1.13 | Tmax = 0.147509
 HL = 1.000 | t1//t0 = 110.000 | l1//l0 = 0.030 | alpha = 1.32 | Tmax = 0.225999
 HL = 18.000 | t1//t0 = 200.000 | l1//l0 = 0.700 | alpha = 1.45 | Tmax = Inf
 HL = 1.000 | t1//t0 = 180.000 | l1//l0 = 0.030 | alpha = 1.50 | Tmax = 0.131558
 HL = 18.000 | t1//t0 = 4.000 | l1//l0 = 0.070 | alpha = 1.51 | Tmax = 3.646559
 HL = 0.200 | t1//t0 = 60.000 | l1//l0 = 0.001 | alpha = 1.30 | Tmax = 0.274114
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 0.005 | alpha = 1.36 | Tmax = 0.303504
 HL = 2.000 | t1//t0 = 100.000 | l1//l0 = 0.100 | alpha = 1.08 | Tmax = 0.535620
 HL = 2.000 | t1//t0 = 160.000 | l1//l0 = 0.300 | alpha = 1.38 | Tmax = Inf
 HL = 1.000 | t1//t0 = 210.000 | l1//l0 = 0.100 | alpha = 1.39 | Tmax = 0.084361
 HL = 7.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.36 | Tmax = 1.310660
 HL = 7.000 | t1//t0 = 110.000 | l1//l0 = 0.300 | alpha = 1.54 | Tmax = Inf
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 0.005 | alpha = 1.14 | Tmax = 0.508605
 HL = 10.000 | t1//t0 = 200.000 | l1//l0 = 1.000 | alpha = 1.48 | Tmax = Inf
 HL = 28.000 | t1//t0 = 12.000 | l1//l0 = 0.300 | alpha = 1.55 | Tmax = 2.870203
 HL = 1.000 | t1//t0 = 17.000 | l1//l0 = 0.500 | alpha = 1.12 | Tmax = 0.119362
 HL = 1.000 | t1//t0 = 200.000 | l1//l0 = 0.500 | alpha = 1.05 | Tmax = 0.139861
 HL = 2.000 | t1//t0 = 30.000 | l1//l0 = 0.005 | alpha = 1.41 | Tmax = 0.304150
 HL = 2.000 | t1//t0 = 9.000 | l1//l0 = 0.050 | alpha = 1.39 | Tmax = 0.197607
 HL = 1.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.19 | Tmax = 0.104238
 HL = 0.200 | t1//t0 = 150.000 | l1//l0 = 0.010 | alpha = 1.37 | Tmax = 0.094691
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.030 | alpha = 1.21 | Tmax = 0.155648
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.25 | Tmax = 0.127270
 HL = 0.200 | t1//t0 = 140.000 | l1//l0 = 0.002 | alpha = 1.32 | Tmax = 0.095524
 HL = 5.000 | t1//t0 = 220.000 | l1//l0 = 0.700 | alpha = 1.27 | Tmax = Inf
 HL = 2.000 | t1//t0 = 17.000 | l1//l0 = 0.003 | alpha = 1.02 | Tmax = 0.585781
 HL = 1.000 | t1//t0 = 11.000 | l1//l0 = 0.020 | alpha = 1.37 | Tmax = 0.086133
 HL = 0.500 | t1//t0 = 70.000 | l1//l0 = 0.050 | alpha = 1.37 | Tmax = 0.151085
 HL = 1.000 | t1//t0 = 100.000 | l1//l0 = 0.100 | alpha = 1.20 | Tmax = 0.163496
 HL = 10.000 | t1//t0 = 70.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = Inf
 HL = 2.000 | t1//t0 = 50.000 | l1//l0 = 0.500 | alpha = 1.36 | Tmax = 0.138830
 HL = 0.500 | t1//t0 = 150.000 | l1//l0 = 0.500 | alpha = 1.08 | Tmax = 0.179637
 HL = 10.000 | t1//t0 = 9.000 | l1//l0 = 0.070 | alpha = 1.53 | Tmax = 0.894136
 HL = 0.500 | t1//t0 = 90.000 | l1//l0 = 0.020 | alpha = 1.48 | Tmax = 0.119684
 HL = 0.200 | t1//t0 = 40.000 | l1//l0 = 0.030 | alpha = 1.04 | Tmax = 0.353870
 HL = 2.000 | t1//t0 = 30.000 | l1//l0 = 0.007 | alpha = 1.14 | Tmax = 0.571524
 HL = 2.000 | t1//t0 = 190.000 | l1//l0 = 0.500 | alpha = 1.03 | Tmax = 0.398750
 HL = 0.500 | t1//t0 = 30.000 | l1//l0 = 0.003 | alpha = 1.10 | Tmax = 0.130859
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.46 | Tmax = 0.068006
 HL = 5.000 | t1//t0 = 70.000 | l1//l0 = 0.050 | alpha = 1.39 | Tmax = 1.308815
 HL = 5.000 | t1//t0 = 170.000 | l1//l0 = 0.700 | alpha = 1.21 | Tmax = Inf
