HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = 0.109676
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.003 | alpha = 1.01 | Tmax = 0.175959
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.18 | Tmax = 0.125829
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 0.020 | alpha = 1.10 | Tmax = 0.078925
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.002 | alpha = 1.00 | Tmax = 0.146004
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.070 | alpha = 1.21 | Tmax = 0.352615
 HL = 0.500 | t1//t0 = 100.000 | l1//l0 = 0.700 | alpha = 1.01 | Tmax = 0.131044
 HL = 0.500 | t1//t0 = 110.000 | l1//l0 = 0.500 | alpha = 1.40 | Tmax = 0.161825
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.030 | alpha = 1.05 | Tmax = 0.165516
 HL = 10.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = 1.268180
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.020 | alpha = 1.10 | Tmax = 0.176881
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.010 | alpha = 1.15 | Tmax = 0.164699
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.070 | alpha = 1.31 | Tmax = 0.167418
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.001 | alpha = 1.25 | Tmax = 0.138998
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.40 | Tmax = 0.080331
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.001 | alpha = 1.12 | Tmax = 0.165309
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.030 | alpha = 1.01 | Tmax = 0.093807
 HL = 0.500 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.27 | Tmax = 0.150128
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.26 | Tmax = 0.148023
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.010 | alpha = 1.40 | Tmax = 0.136988
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.050 | alpha = 1.34 | Tmax = 0.446750
 HL = 0.500 | t1//t0 = 90.000 | l1//l0 = 0.500 | alpha = 1.35 | Tmax = 0.159912
 HL = 2.000 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.26 | Tmax = 0.412491
 HL = 0.500 | t1//t0 = 11.000 | l1//l0 = 0.100 | alpha = 1.10 | Tmax = 0.169095
 HL = 1.000 | t1//t0 = 80.000 | l1//l0 = 1.000 | alpha = 1.35 | Tmax = 0.104105
 HL = 0.500 | t1//t0 = 40.000 | l1//l0 = 0.500 | alpha = 1.50 | Tmax = 0.113309
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.007 | alpha = 1.10 | Tmax = 0.151554
 HL = 1.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.02 | Tmax = 0.208845
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.002 | alpha = 1.46 | Tmax = 0.139680
 HL = 2.000 | t1//t0 = 20.000 | l1//l0 = 0.700 | alpha = 1.20 | Tmax = 0.527177
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.003 | alpha = 1.19 | Tmax = 0.283090
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.30 | Tmax = 0.234560
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.003 | alpha = 1.33 | Tmax = 0.229273
 HL = 1.000 | t1//t0 = 12.000 | l1//l0 = 0.500 | alpha = 1.04 | Tmax = 0.251742
 HL = 0.500 | t1//t0 = 190.000 | l1//l0 = 0.500 | alpha = 1.10 | Tmax = 0.177899
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.07 | Tmax = 0.478223
 HL = 0.500 | t1//t0 = 15.000 | l1//l0 = 0.700 | alpha = 1.38 | Tmax = 0.143780
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.16 | Tmax = 0.177846
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.070 | alpha = 1.12 | Tmax = 0.142611
 HL = 2.000 | t1//t0 = 140.000 | l1//l0 = 0.500 | alpha = 1.56 | Tmax = 0.234548
 HL = 1.000 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.21 | Tmax = 0.315491
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.002 | alpha = 1.42 | Tmax = 0.376062
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.15 | Tmax = 0.249701
 HL = 0.500 | t1//t0 = 70.000 | l1//l0 = 1.000 | alpha = 1.02 | Tmax = 0.129583
 HL = 10.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.39 | Tmax = 2.489873
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 0.500 | alpha = 1.27 | Tmax = 0.547785
 HL = 0.200 | t1//t0 = 210.000 | l1//l0 = 0.700 | alpha = 1.17 | Tmax = 0.310355
 HL = 10.000 | t1//t0 = 140.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = 2.113075
 HL = 10.000 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = 1.934384
 HL = 1.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.21 | Tmax = 0.160569
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.030 | alpha = 1.47 | Tmax = 0.084816
 HL = 1.000 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.22 | Tmax = 0.157295
 HL = 5.000 | t1//t0 = 4.000 | l1//l0 = 0.070 | alpha = 1.45 | Tmax = 1.213369
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.050 | alpha = 1.30 | Tmax = 0.482907
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.37 | Tmax = 0.161636
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.050 | alpha = 1.14 | Tmax = 0.146035
 HL = 5.000 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.45 | Tmax = 0.844389
 HL = 7.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.39 | Tmax = 1.519508
 HL = 10.000 | t1//t0 = 30.000 | l1//l0 = 1.000 | alpha = 1.48 | Tmax = 2.180152
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.007 | alpha = 1.25 | Tmax = 0.079526
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.27 | Tmax = 0.143977
 HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.25 | Tmax = 0.144763
 HL = 1.000 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.32 | Tmax = 0.162695
 HL = 2.000 | t1//t0 = 50.000 | l1//l0 = 0.700 | alpha = 1.26 | Tmax = 0.555062
 HL = 1.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.35 | Tmax = 0.109439
 HL = 1.000 | t1//t0 = 18.000 | l1//l0 = 0.700 | alpha = 1.42 | Tmax = 0.093356
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.35 | Tmax = 0.956464
 HL = 7.000 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 0.622007
 HL = 1.000 | t1//t0 = 40.000 | l1//l0 = 0.700 | alpha = 1.40 | Tmax = 0.131014
 HL = 20.000 | t1//t0 = 70.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = 4.165461
 HL = 2.000 | t1//t0 = 50.000 | l1//l0 = 0.700 | alpha = 1.48 | Tmax = 0.229184
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.47 | Tmax = 0.468769
 HL = 5.000 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.40 | Tmax = 1.191034
 HL = 5.000 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.50 | Tmax = 0.913976
 HL = 20.000 | t1//t0 = 15.000 | l1//l0 = 0.500 | alpha = 1.55 | Tmax = 4.459807
 HL = 2.000 | t1//t0 = 11.000 | l1//l0 = 0.300 | alpha = 1.52 | Tmax = 0.351635
 HL = 20.000 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = 3.721659
 HL = 18.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.47 | Tmax = 4.440574
 HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.47 | Tmax = 0.080767
 HL = 5.000 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.43 | Tmax = 0.913344
 HL = 15.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.46 | Tmax = 3.514682
 HL = 5.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.50 | Tmax = 0.625429
 HL = 1.000 | t1//t0 = 17.000 | l1//l0 = 0.700 | alpha = 1.44 | Tmax = 0.079928
 HL = 2.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 0.038305
 HL = 10.000 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.50 | Tmax = 1.993006
 HL = 5.000 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.54 | Tmax = 0.029060
 HL = 18.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = 4.132275
 HL = 5.000 | t1//t0 = 12.000 | l1//l0 = 0.500 | alpha = 1.49 | Tmax = 1.038488
 HL = 10.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = 0.654367
 HL = 15.000 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 1.058524
 HL = 5.000 | t1//t0 = 12.000 | l1//l0 = 0.500 | alpha = 1.50 | Tmax = 0.955830
 HL = 5.000 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 0.477159
 HL = 5.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.49 | Tmax = 0.683491
 HL = 7.000 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = 0.778625
 HL = 15.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 3.213610
 HL = 10.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = 1.139357
 HL = 10.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = 1.126455
 HL = 15.000 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.56 | Tmax = 0.363152
 HL = 10.000 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.56 | Tmax = 0.217413
 HL = 10.000 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = 0.235368
 HL = 5.000 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.53 | Tmax = 0.145733
 HL = 7.000 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 0.194336
 HL = 10.000 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.54 | Tmax = 0.616102
 HL = 5.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.52 | Tmax = 0.206687
 HL = 7.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.52 | Tmax = 0.826222
 HL = 7.000 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = 0.019063
 HL = 5.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 0.016512
 HL = 10.000 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = 0.979031
 HL = 7.000 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = 0.381702
 HL = 10.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.55 | Tmax = 0.066737
 HL = 0.200 | t1//t0 = 200.000 | l1//l0 = 0.500 | alpha = 1.03 | Tmax = 0.156596
 HL = 1.000 | t1//t0 = 140.000 | l1//l0 = 1.000 | alpha = 1.21 | Tmax = 0.162696
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.005 | alpha = 1.20 | Tmax = 0.329549
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.010 | alpha = 1.15 | Tmax = 0.320470
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.003 | alpha = 1.15 | Tmax = 0.269631
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.300 | alpha = 1.39 | Tmax = 0.172272
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.010 | alpha = 1.23 | Tmax = 0.252524
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.050 | alpha = 1.09 | Tmax = 0.123923
 HL = 2.000 | t1//t0 = 220.000 | l1//l0 = 1.000 | alpha = 1.15 | Tmax = 0.492260
 HL = 1.000 | t1//t0 = 30.000 | l1//l0 = 1.000 | alpha = 1.02 | Tmax = 0.195364
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.001 | alpha = 1.03 | Tmax = 0.117466
 HL = 0.500 | t1//t0 = 17.000 | l1//l0 = 0.700 | alpha = 1.09 | Tmax = 0.125866
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.010 | alpha = 1.22 | Tmax = 0.336069
 HL = 5.000 | t1//t0 = 4.000 | l1//l0 = 0.050 | alpha = 1.53 | Tmax = 0.581689
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.17 | Tmax = 0.133501
 HL = 0.500 | t1//t0 = 170.000 | l1//l0 = 0.500 | alpha = 1.08 | Tmax = 0.175340
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.070 | alpha = 1.13 | Tmax = 0.088713
 HL = 1.000 | t1//t0 = 200.000 | l1//l0 = 0.700 | alpha = 1.20 | Tmax = 0.252566
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.001 | alpha = 1.14 | Tmax = 0.173968
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.010 | alpha = 1.00 | Tmax = 0.135609
 HL = 10.000 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.43 | Tmax = 2.532869
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.001 | alpha = 1.15 | Tmax = 0.124416
 HL = 2.000 | t1//t0 = 80.000 | l1//l0 = 1.000 | alpha = 1.25 | Tmax = 0.415652
 HL = 7.000 | t1//t0 = 50.000 | l1//l0 = 1.000 | alpha = 1.41 | Tmax = 1.781273
 HL = 1.000 | t1//t0 = 180.000 | l1//l0 = 0.700 | alpha = 1.23 | Tmax = 0.242956
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.31 | Tmax = 0.225174
 HL = 5.000 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.39 | Tmax = 1.088888
 HL = 2.000 | t1//t0 = 15.000 | l1//l0 = 0.700 | alpha = 1.27 | Tmax = 0.450423
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.010 | alpha = 1.29 | Tmax = 0.185151
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 0.070 | alpha = 1.01 | Tmax = 0.165148
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.050 | alpha = 1.20 | Tmax = 0.079516
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.007 | alpha = 1.02 | Tmax = 0.286703
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.43 | Tmax = 0.076786
 HL = 0.500 | t1//t0 = 130.000 | l1//l0 = 0.500 | alpha = 1.27 | Tmax = 0.173451
 HL = 5.000 | t1//t0 = 180.000 | l1//l0 = 1.000 | alpha = 1.36 | Tmax = Inf
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.100 | alpha = 1.03 | Tmax = 0.211063
 HL = 1.000 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.36 | Tmax = 0.143456
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.08 | Tmax = 0.492571
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.005 | alpha = 1.35 | Tmax = 0.101314
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.001 | alpha = 1.13 | Tmax = 0.114054
 HL = 0.500 | t1//t0 = 180.000 | l1//l0 = 1.000 | alpha = 1.32 | Tmax = 0.144918
 HL = 5.000 | t1//t0 = 140.000 | l1//l0 = 1.000 | alpha = 1.38 | Tmax = 1.224128
 HL = 2.000 | t1//t0 = 30.000 | l1//l0 = 1.000 | alpha = 1.22 | Tmax = 0.414882
 HL = 0.500 | t1//t0 = 50.000 | l1//l0 = 0.500 | alpha = 1.24 | Tmax = 0.147330
 HL = 5.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.22 | Tmax = 1.249950
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.34 | Tmax = 0.287375
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.21 | Tmax = 0.121036
 HL = 0.500 | t1//t0 = 11.000 | l1//l0 = 0.007 | alpha = 1.11 | Tmax = 0.187236
 HL = 15.000 | t1//t0 = 5.000 | l1//l0 = 0.005 | alpha = 1.56 | Tmax = 2.716167
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.36 | Tmax = 0.196500
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.300 | alpha = 1.02 | Tmax = 0.258227
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.010 | alpha = 1.53 | Tmax = 0.069923
 HL = 0.500 | t1//t0 = 210.000 | l1//l0 = 1.000 | alpha = 1.27 | Tmax = 0.137865
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.003 | alpha = 1.34 | Tmax = 0.080937
 HL = 1.000 | t1//t0 = 18.000 | l1//l0 = 0.700 | alpha = 1.37 | Tmax = 0.122913
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.100 | alpha = 1.04 | Tmax = 0.153673
 HL = 2.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.25 | Tmax = 0.424505
 HL = 0.200 | t1//t0 = 15.000 | l1//l0 = 0.020 | alpha = 1.32 | Tmax = 0.082884
 HL = 0.500 | t1//t0 = 210.000 | l1//l0 = 0.500 | alpha = 1.18 | Tmax = 0.182766
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.300 | alpha = 1.06 | Tmax = 0.205718
 HL = 7.000 | t1//t0 = 50.000 | l1//l0 = 0.700 | alpha = 1.48 | Tmax = 1.798960
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.030 | alpha = 1.21 | Tmax = 0.249640
 HL = 2.000 | t1//t0 = 220.000 | l1//l0 = 0.700 | alpha = 1.45 | Tmax = 0.348814
 HL = 30.000 | t1//t0 = 160.000 | l1//l0 = 0.700 | alpha = 1.56 | Tmax = Inf
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.030 | alpha = 1.16 | Tmax = 0.079252
 HL = 2.000 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.46 | Tmax = 0.105856
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.050 | alpha = 1.06 | Tmax = 0.130591
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.005 | alpha = 1.14 | Tmax = 0.278544
 HL = 0.500 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.16 | Tmax = 0.140490
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.11 | Tmax = 0.124110
 HL = 0.200 | t1//t0 = 190.000 | l1//l0 = 0.500 | alpha = 1.43 | Tmax = 0.154788
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.001 | alpha = 1.08 | Tmax = 0.122386
 HL = 1.000 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.01 | Tmax = 0.249964
 HL = 18.000 | t1//t0 = 150.000 | l1//l0 = 0.700 | alpha = 1.55 | Tmax = 3.529523
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 0.300 | alpha = 1.38 | Tmax = 0.158635
 HL = 15.000 | t1//t0 = 190.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = 2.637998
 HL = 1.000 | t1//t0 = 30.000 | l1//l0 = 1.000 | alpha = 1.23 | Tmax = 0.142725
 HL = 1.000 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.09 | Tmax = 0.171214
 HL = 0.500 | t1//t0 = 15.000 | l1//l0 = 0.300 | alpha = 1.27 | Tmax = 0.149318
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.002 | alpha = 1.19 | Tmax = 0.326340
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.41 | Tmax = 0.124798
 HL = 0.500 | t1//t0 = 17.000 | l1//l0 = 0.700 | alpha = 1.36 | Tmax = 0.136833
 HL = 0.200 | t1//t0 = 130.000 | l1//l0 = 0.700 | alpha = 1.06 | Tmax = 0.296485
 HL = 0.200 | t1//t0 = 50.000 | l1//l0 = 0.300 | alpha = 1.13 | Tmax = 0.077717
 HL = 18.000 | t1//t0 = 30.000 | l1//l0 = 0.500 | alpha = 1.56 | Tmax = 3.630407
 HL = 0.500 | t1//t0 = 90.000 | l1//l0 = 1.000 | alpha = 1.27 | Tmax = 0.139347
 HL = 0.500 | t1//t0 = 11.000 | l1//l0 = 0.300 | alpha = 1.37 | Tmax = 0.118588
 HL = 0.500 | t1//t0 = 120.000 | l1//l0 = 1.000 | alpha = 1.35 | Tmax = 0.151317
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.300 | alpha = 1.07 | Tmax = 0.249809
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.11 | Tmax = 0.334596
 HL = 0.500 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.24 | Tmax = 0.145808
 HL = 2.000 | t1//t0 = 60.000 | l1//l0 = 1.000 | alpha = 1.26 | Tmax = 0.402611
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.002 | alpha = 1.19 | Tmax = 0.446513
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.020 | alpha = 1.16 | Tmax = 0.129846
 HL = 1.000 | t1//t0 = 220.000 | l1//l0 = 1.000 | alpha = 1.03 | Tmax = 0.209680
 HL = 15.000 | t1//t0 = 5.000 | l1//l0 = 0.030 | alpha = 1.55 | Tmax = 3.552692
 HL = 1.000 | t1//t0 = 12.000 | l1//l0 = 0.300 | alpha = 1.10 | Tmax = 0.309964
 HL = 0.500 | t1//t0 = 210.000 | l1//l0 = 0.500 | alpha = 1.34 | Tmax = 0.185785
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.01 | Tmax = 0.525529
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.300 | alpha = 1.25 | Tmax = 0.193475
 HL = 2.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.16 | Tmax = 0.481458
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.010 | alpha = 1.15 | Tmax = 0.113462
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.030 | alpha = 1.27 | Tmax = 0.306056
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.030 | alpha = 1.18 | Tmax = 0.219529
 HL = 0.500 | t1//t0 = 80.000 | l1//l0 = 1.000 | alpha = 1.14 | Tmax = 0.129252
 HL = 5.000 | t1//t0 = 100.000 | l1//l0 = 1.000 | alpha = 1.39 | Tmax = 1.182053
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.007 | alpha = 1.38 | Tmax = 0.270828
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.030 | alpha = 1.40 | Tmax = 0.183640
 HL = 0.500 | t1//t0 = 50.000 | l1//l0 = 0.500 | alpha = 1.27 | Tmax = 0.145581
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 0.100 | alpha = 1.37 | Tmax = 0.166598
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.030 | alpha = 1.28 | Tmax = 0.089369
 HL = 15.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.50 | Tmax = 2.720175
 HL = 1.000 | t1//t0 = 110.000 | l1//l0 = 1.000 | alpha = 1.31 | Tmax = 0.123835
 HL = 5.000 | t1//t0 = 2.000 | l1//l0 = 0.020 | alpha = 1.46 | Tmax = 0.847977
 HL = 5.000 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.37 | Tmax = 1.154807
 HL = 5.000 | t1//t0 = 20.000 | l1//l0 = 0.700 | alpha = 1.48 | Tmax = 0.944911
 HL = 5.000 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.43 | Tmax = 1.246173
 HL = 2.000 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.42 | Tmax = 0.150206
 HL = 2.000 | t1//t0 = 10.000 | l1//l0 = 0.300 | alpha = 1.40 | Tmax = 0.562852
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.37 | Tmax = 0.087825
 HL = 5.000 | t1//t0 = 4.000 | l1//l0 = 0.050 | alpha = 1.45 | Tmax = 1.239655
 HL = 5.000 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.39 | Tmax = 1.038374
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.41 | Tmax = 0.081462
 HL = 2.000 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.44 | Tmax = 0.126262
 HL = 1.000 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.40 | Tmax = 0.079400
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.41 | Tmax = 0.336220
 HL = 10.000 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.50 | Tmax = 1.651521
 HL = 20.000 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.53 | Tmax = 3.595882
 HL = 10.000 | t1//t0 = 15.000 | l1//l0 = 1.000 | alpha = 1.51 | Tmax = 1.558896
 HL = 7.000 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.48 | Tmax = 1.093073
 HL = 7.000 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.45 | Tmax = 1.468843
 HL = 1.000 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.51 | Tmax = 0.074389
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.46 | Tmax = 0.165968
 HL = 2.000 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.46 | Tmax = 0.141146
 HL = 10.000 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.51 | Tmax = 1.889157
