HL = 1.000 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = Inf
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.20 | Tmax = 0.088796
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 0.700 | alpha = 1.01 | Tmax = 0.061525
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.030 | alpha = 1.27 | Tmax = 0.200575
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.17 | Tmax = 0.060926
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.14 | Tmax = 0.300428
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.08 | Tmax = 0.315111
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.37 | Tmax = 0.141794
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.300 | alpha = 1.22 | Tmax = 0.063803
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.29 | Tmax = 0.125142
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.18 | Tmax = 0.067429
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.17 | Tmax = 0.073941
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.15 | Tmax = 0.448911
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.050 | alpha = 1.28 | Tmax = 0.335342
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.35 | Tmax = 0.085059
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.100 | alpha = 1.00 | Tmax = 0.065907
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.34 | Tmax = 0.265615
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.27 | Tmax = 0.116605
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.070 | alpha = 1.11 | Tmax = 0.066938
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.14 | Tmax = 0.130123
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.31 | Tmax = 0.061697
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.28 | Tmax = 0.136007
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.21 | Tmax = 0.134600
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.14 | Tmax = 0.127985
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.06 | Tmax = 0.197023
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.27 | Tmax = 0.123550
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.19 | Tmax = 0.143887
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.06 | Tmax = 0.148044
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.20 | Tmax = 0.127191
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.300 | alpha = 1.19 | Tmax = 0.064946
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.06 | Tmax = 0.247007
 HL = 0.500 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.04 | Tmax = 0.147008
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.04 | Tmax = 0.153174
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.08 | Tmax = 0.103114
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.19 | Tmax = 0.126700
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.14 | Tmax = 0.133428
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.09 | Tmax = 0.156142
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.15 | Tmax = 0.238103
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.30 | Tmax = 0.181086
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.25 | Tmax = 0.124492
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.18 | Tmax = 0.060999
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.14 | Tmax = 0.066616
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.14 | Tmax = 0.073588
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.22 | Tmax = 0.147982
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.10 | Tmax = 0.128866
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.24 | Tmax = 0.149772
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.29 | Tmax = 0.168315
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.300 | alpha = 1.11 | Tmax = 0.063144
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.500 | alpha = 1.17 | Tmax = 0.062307
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.25 | Tmax = 0.240944
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.08 | Tmax = 0.062862
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.12 | Tmax = 0.094604
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.30 | Tmax = 0.142432
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.21 | Tmax = 0.063664
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.28 | Tmax = 0.092994
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.100 | alpha = 1.18 | Tmax = 0.062487
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.300 | alpha = 1.23 | Tmax = 0.064243
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.19 | Tmax = 0.093095
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.28 | Tmax = 0.070377
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.21 | Tmax = 0.074863
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.300 | alpha = 1.19 | Tmax = 0.064047
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.26 | Tmax = 0.067664
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.31 | Tmax = 0.083289
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.500 | alpha = 1.10 | Tmax = 0.062184
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.08 | Tmax = 0.246818
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.300 | alpha = 1.09 | Tmax = 0.064608
 HL = 30.000 | t1//t0 = 15.000 | l1//l0 = 0.007 | alpha = 1.43 | Tmax = Inf
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.005 | alpha = 1.06 | Tmax = 0.064371
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.020 | alpha = 1.19 | Tmax = 0.136460
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.05 | Tmax = 0.136912
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.11 | Tmax = 0.151574
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.18 | Tmax = 0.081343
 HL = 2.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.41 | Tmax = 0.476401
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.36 | Tmax = 0.095856
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.030 | alpha = 1.28 | Tmax = 0.515416
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.29 | Tmax = 0.107094
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.500 | alpha = 1.15 | Tmax = 0.081701
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.37 | Tmax = 0.116079
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.12 | Tmax = 0.220430
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.26 | Tmax = 0.230265
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.27 | Tmax = 0.193510
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.02 | Tmax = 0.139478
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.05 | Tmax = 0.068692
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.070 | alpha = 1.12 | Tmax = 0.149910
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.36 | Tmax = 0.139565
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.05 | Tmax = 0.253303
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.25 | Tmax = 0.124550
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.29 | Tmax = 0.493354
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.07 | Tmax = 0.062566
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.01 | Tmax = 0.074332
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.700 | alpha = 1.04 | Tmax = 0.061764
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.070 | alpha = 1.31 | Tmax = 0.096941
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.700 | alpha = 1.07 | Tmax = 0.064085
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.06 | Tmax = 0.204110
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.04 | Tmax = 0.133918
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.500 | alpha = 1.25 | Tmax = 0.064389
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.27 | Tmax = 0.064304
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.04 | Tmax = 0.493093
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.02 | Tmax = 0.191330
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.070 | alpha = 1.02 | Tmax = 0.076902
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.20 | Tmax = 0.064811
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.33 | Tmax = 0.120144
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.300 | alpha = 1.17 | Tmax = 0.062476
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.28 | Tmax = 0.082289
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.15 | Tmax = 0.061552
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.30 | Tmax = 0.103798
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.02 | Tmax = 0.102826
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.28 | Tmax = 0.064495
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.22 | Tmax = 0.160203
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.22 | Tmax = 0.111131
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.13 | Tmax = 0.127775
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.19 | Tmax = 0.111302
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.22 | Tmax = 0.061506
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.03 | Tmax = 0.277312
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.08 | Tmax = 0.158317
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.27 | Tmax = 0.072777
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.03 | Tmax = 0.061886
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.300 | alpha = 1.17 | Tmax = 0.063282
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.10 | Tmax = 0.078400
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.25 | Tmax = 0.121300
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.06 | Tmax = 0.112194
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.700 | alpha = 1.15 | Tmax = 0.064311
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.14 | Tmax = 0.105278
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.700 | alpha = 1.06 | Tmax = 0.077426
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.06 | Tmax = 0.067433
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.24 | Tmax = 0.062375
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.27 | Tmax = 0.087064
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.24 | Tmax = 0.080329
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.12 | Tmax = 0.149160
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.25 | Tmax = 0.153877
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.08 | Tmax = 0.117155
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.17 | Tmax = 0.123605
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.23 | Tmax = 0.137933
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.11 | Tmax = 0.072461
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 1.000 | alpha = 1.19 | Tmax = 0.061393
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.29 | Tmax = 0.068046
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.14 | Tmax = 0.094767
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.13 | Tmax = 0.146678
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.17 | Tmax = 0.136063
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.20 | Tmax = 0.134597
 HL = 2.000 | t1//t0 = 15.000 | l1//l0 = 0.300 | alpha = 1.14 | Tmax = Inf
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.19 | Tmax = 0.134581
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.38 | Tmax = 0.110878
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.020 | alpha = 1.01 | Tmax = 0.146457
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.300 | alpha = 1.06 | Tmax = 0.232482
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.35 | Tmax = 0.151235
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.14 | Tmax = 0.153694
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.20 | Tmax = 0.165956
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.070 | alpha = 1.03 | Tmax = 0.147848
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.36 | Tmax = 0.117693
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.22 | Tmax = 0.164351
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = 0.348911
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.20 | Tmax = 0.116676
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.29 | Tmax = 0.122861
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.100 | alpha = 1.06 | Tmax = 0.144141
 HL = 0.200 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.22 | Tmax = 0.321882
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.050 | alpha = 1.03 | Tmax = 0.146306
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.34 | Tmax = 0.237660
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.19 | Tmax = 0.173529
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.700 | alpha = 1.15 | Tmax = 0.101223
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.100 | alpha = 1.01 | Tmax = 0.062040
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 1.000 | alpha = 1.19 | Tmax = 0.119261
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.30 | Tmax = 0.062504
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.22 | Tmax = 0.283429
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.500 | alpha = 1.09 | Tmax = 0.211605
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.09 | Tmax = 0.251448
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.30 | Tmax = 0.074266
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.10 | Tmax = 0.150734
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.25 | Tmax = 0.110958
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.24 | Tmax = 0.154008
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.10 | Tmax = 0.133598
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.27 | Tmax = 0.124978
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.08 | Tmax = 0.135251
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 1.000 | alpha = 1.32 | Tmax = 0.330336
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.17 | Tmax = 0.060926
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.05 | Tmax = 0.097196
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.16 | Tmax = 0.134642
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.16 | Tmax = 0.152906
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.26 | Tmax = 0.147366
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.070 | alpha = 1.06 | Tmax = 0.063320
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.300 | alpha = 1.05 | Tmax = 0.085467
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.22 | Tmax = 0.096940
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.100 | alpha = 1.06 | Tmax = 0.062541
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.29 | Tmax = 0.062263
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.23 | Tmax = 0.236136
 HL = 0.500 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.10 | Tmax = 0.145858
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 1.000 | alpha = 1.23 | Tmax = 0.074097
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.18 | Tmax = 0.126943
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.19 | Tmax = 0.168697
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.23 | Tmax = 0.276605
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.18 | Tmax = 0.095540
 HL = 0.200 | t1//t0 = 17.000 | l1//l0 = 0.500 | alpha = 1.04 | Tmax = 0.063465
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.100 | alpha = 1.10 | Tmax = 0.168577
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.700 | alpha = 1.26 | Tmax = 0.061969
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.11 | Tmax = 0.244679
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.700 | alpha = 1.27 | Tmax = 0.140343
 HL = 0.200 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.15 | Tmax = 0.166697
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.25 | Tmax = 0.066954
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 0.700 | alpha = 1.20 | Tmax = 0.063201
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.29 | Tmax = 0.119643
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 1.000 | alpha = 1.14 | Tmax = 0.061149
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.16 | Tmax = 0.100536
 HL = 0.200 | t1//t0 = 12.000 | l1//l0 = 1.000 | alpha = 1.19 | Tmax = 0.093095
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.26 | Tmax = 0.065248
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.300 | alpha = 1.11 | Tmax = 0.151460
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.300 | alpha = 1.14 | Tmax = 0.064838
 HL = 0.200 | t1//t0 = 18.000 | l1//l0 = 1.000 | alpha = 1.20 | Tmax = 0.061889
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.26 | Tmax = 0.154979
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.21 | Tmax = 0.099664
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.15 | Tmax = 0.071943
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.06 | Tmax = 0.062271
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.18 | Tmax = 0.123290
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 0.500 | alpha = 1.14 | Tmax = 0.144698
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 0.300 | alpha = 1.05 | Tmax = 0.068305
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.020 | alpha = 1.30 | Tmax = 0.096891
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.14 | Tmax = 0.233702
 HL = 0.500 | t1//t0 = 2.000 | l1//l0 = 0.005 | alpha = 1.22 | Tmax = 0.124114
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.18 | Tmax = 0.144833
 HL = 7.000 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.35 | Tmax = Inf
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.020 | alpha = 1.08 | Tmax = 0.068429
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 0.030 | alpha = 1.18 | Tmax = 0.062978
 HL = 1.000 | t1//t0 = 4.000 | l1//l0 = 1.000 | alpha = 1.39 | Tmax = 0.183397
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.32 | Tmax = 0.235785
 HL = 5.000 | t1//t0 = 70.000 | l1//l0 = 0.050 | alpha = 1.36 | Tmax = Inf
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.39 | Tmax = 0.094669
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.17 | Tmax = 0.083565
 HL = 0.500 | t1//t0 = 80.000 | l1//l0 = 0.100 | alpha = 1.40 | Tmax = Inf
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.500 | alpha = 1.31 | Tmax = 0.137217
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.24 | Tmax = 0.234257
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.500 | alpha = 1.05 | Tmax = 0.089181
 HL = 0.200 | t1//t0 = 9.000 | l1//l0 = 1.000 | alpha = 1.34 | Tmax = 0.088929
 HL = 2.000 | t1//t0 = 2.000 | l1//l0 = 0.700 | alpha = 1.31 | Tmax = 0.378119
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.700 | alpha = 1.06 | Tmax = 0.129422
 HL = 0.200 | t1//t0 = 11.000 | l1//l0 = 1.000 | alpha = 1.18 | Tmax = 0.107588
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.04 | Tmax = 0.200338
 HL = 0.200 | t1//t0 = 20.000 | l1//l0 = 0.700 | alpha = 1.02 | Tmax = 0.062490
 HL = 1.000 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.25 | Tmax = 0.275543
 HL = 0.500 | t1//t0 = 5.000 | l1//l0 = 1.000 | alpha = 1.00 | Tmax = 0.125914
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.100 | alpha = 1.19 | Tmax = 0.220399
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.09 | Tmax = 0.191585
 HL = 0.200 | t1//t0 = 10.000 | l1//l0 = 0.700 | alpha = 1.14 | Tmax = 0.090238
 HL = 0.200 | t1//t0 = 13.000 | l1//l0 = 0.300 | alpha = 1.02 | Tmax = 0.062334
 HL = 1.000 | t1//t0 = 2.000 | l1//l0 = 0.070 | alpha = 1.28 | Tmax = 0.192562
 HL = 0.200 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.29 | Tmax = 0.136571
 HL = 0.500 | t1//t0 = 4.000 | l1//l0 = 0.300 | alpha = 1.04 | Tmax = 0.139915
